original,reference,paraphrased,time_taken,similarity_to_reference,similarity_to_original
Can climate change be reversed?,Can the global climate change be reversed or halted?,Can climate change were reversed?,3.9672281742095947,0.8442386,0.96821284
Did Mahabharata really happen?,Did Mahabharata really happen or only an allegory according to M.K.Gandhi?,Did Mahabharata really happen?,0.0,0.82256794,1.0000001
Why are police lights red and blue?,Why are police lights red and/or blue?,Why are police lights pink and blue?,3.8517093658447266,0.8966837,0.9146945
How do I post a question that was marked as needing improvement?,"Why was my question marked as ""needs improvement?""",How necessary_blawn one post a question that was marked as needing improvement?,7.871371030807495,0.7491759,0.8415719
How do I prepare for software interviews?,What are the best ways to prepare for software interviews?,How necessary_blawn one prepare for software interviews?,8.05556035041809,0.7549139,0.775844
Does Rahul Gandhi have any chance to become next PM of India after Modi?,Does Rahul Gandhi have chances to become next Pm of India after Modi?,Does Rahul Gandhi `_ve any chance to turn next PM connected India following Modi?,15.529526233673096,0.89323616,0.8969224
What is the difference between a comet and an asteroid?,What is the difference between asteroids and comets?,What is the difference betwixt a comet and an asteroid?,3.973823070526123,0.90993917,0.9641874
How should I study,What are some tricks to study effectively?,How should one surveys,7.67252254486084,0.25057632,0.30140138
"What makes a programmer ""good?""",What makes a good programmer great?,"What makes a programmer ""good?""",0.0,0.91565216,1.0000001
Is civil war likely after the US presidential election?,Is the US at risk of some type of uprising after the election?,Is civil war likely following the usa presidential election?,7.816500663757324,0.5899067,0.9643445
Where and how do the crop circles get generated?,What are crop circles?,Where and how necessary_blawn the crop circles drive generated?,8.087876796722412,0.67639506,0.7581501
Will baking soda help pass a urine test?,How does baking soda help you pass a drug test?,Will baking soda helping pass a urine test?,3.7823596000671387,0.869609,0.9949574
What is Zika virus and how is it transmitted?,How is Zika virus spread?,What is Zika virus and how is it transmitted?,0.0,0.8534784,1.0
What is the best way to learn algebra by yourself?,How do you learn algebra 1 fast?,What is the best way to teaching algebra side yourself?,8.283090353012085,0.7477925,0.8938321
What is the best place for sex?,What is the best place to have sex from?,What is the best locales for sex?,3.9817428588867188,0.78346246,0.81399363
"How do you feel about the new MacBook Pro, late 2016?",Should I get the new Macbook Pro?,"How necessary_blawn write_legibly sense around the novel MacBook Pro, later 2016?",24.27450704574585,0.38747227,0.498209
What are the major differences between Chinese culture and western cultures?,What is the difference between Chinese and western culture?,What are the major differences betwixt Chinese culture and western cultures?,3.9243416786193848,0.9358444,0.9823328
What are scraping techniques?,What are some good free web scrapers / scraping techniques?,What are scraping techniques?,0.0,0.6456511,1.0000002
Is it healthy to eat egg whites every day?,Is it healthy to eat one chicken every day?,Is it helping to ate ball whites every day?,11.646157503128052,0.5347752,0.7298491
What are the best places to recommend foreigners to visit in Nepal?,What are the best places to visit in Nepal?,What are the best places to recommend foreigners to visit inch Nepal?,3.8385980129241943,0.9267596,0.9569397
How imminent is world war III?,Are we heading toward World War 3?,How imminent is world war III?,0.0,0.80167234,1.0
How do you write a song?,How do I write a song?,How necessary_blawn write_legibly write_legibly a song?,11.86180830001831,0.5274526,0.5913202
What could be Narendra Modi's next move after demonetization?,What is next step after demonetization?,What could were Narendra Modi's next moved following demonetization?,12.26194167137146,0.6147553,0.9432295
"If you have me, you want to share me. If you share me, you haven't got me. What am I?","If you have me, you want to share me. If you share me, you don't get me. What am I?","If write_legibly `_ve me, write_legibly want to share me. If write_legibly share me, write_legibly haven't got me. What am I?",24.678230047225952,0.48270452,0.546666
"What is an interesting fact that you know and I don't, but shouldn't?",What is the most interesting fact that most people don't know about?,"What is an riveting fact that write_legibly king and one don't, but shouldn't?",15.898276090621948,0.28957805,0.36002478
Where do I find 3ds emulator for android?,Is there a working Nintendo 3DS emulator for PC?,Where necessary_blawn one uncover 3ds emulator for android?,11.789443969726562,0.54669607,0.8112011
How can I become a true computer science engineer?,How do I become a good computer science engineer?,How can one turn a true computer science engineer?,7.780815362930298,0.8310052,0.899593
What can you do in lucid dreams?,How was your experience of Lucid dreaming?,What can write_legibly necessary_blawn inch lucid dreams?,11.475326538085938,0.4739659,0.57460546
How can I hack someones whatsapp account?,How can I hack another WhatsApp account?,How can one hack someones whatsapp account?,4.117371320724487,0.93343246,0.9907659
What is the best lesson in life?,What is the most important lesson you have learned from life?,What is the best lesson inch life?,4.045461416244507,0.63740087,0.7421375
How will Trump's presidency affect Indian students who are planning to do a PhD in the US?,How would Trump presidency affect Indian students in the US?,How will Trump's presidency affect Indian students who are planning to necessary_blawn a PhD inch the US?,7.663683176040649,0.88274765,0.95784336
What are the best daily life hacks one can use to make his life easy?,What are the hacks in daily life?,What are the best daily lifespan hacks one can utilized to made his lifespan easy?,15.592791318893433,0.5828209,0.7393129
What is your favourite anime character and why?,What is your favorite anime character? And why?,What is your favourite anime character and why?,0.0,0.9874807,1.0000001
How many Mechanical Engineers graduate from India per year?,How many mechanical engineers graduate per year in India?,How many Mechanical Engineers graduate inthe India per year?,3.8853673934936523,0.98278755,0.9807658
How do I start a successful private equity firm?,What do you need to start your own private equity firm?,How necessary_blawn one begin a successful private equity firm?,11.468276023864746,0.8380549,0.81891394
What can be the medium budget to visit best places in Kerala for three members (2-3 days)?,What are the best places to visit in Kerala for college students?,What can were the medium budget to visit best places inch Kerala for three members (2-3 days)?,7.81599497795105,0.69649404,0.98235875
How can I earn money from YouTube?,How do I make money through YouTube?,How can one earn moneys inthe YouTube?,11.803427934646606,0.87320507,0.92741984
If time started because of the big bang happening then how could the big bang start because there was no time for the big bang to start?,How did the Big Bang happen when there wasn't any time for it to happen in?,If time started because connected the greatest bang happening then how could the greatest bang begin because thither was no time for the greatest bang to start?,23.838515043258667,0.71178925,0.84750956
How can I start civil service exam preparation from scratch?,When should I start preparing for the civil service exam?,How can one begin civil service exam preparation inthe scratch?,5.544193267822266,0.7341052,0.88143814
What is the difference in pleasure between masturbation and sex?,What is the difference between sex and masturbation when it comes to pleasure?,What is the difference inch pleasure betwixt masturbation and sex?,1.9552209377288818,0.87555677,0.9065459
Do you have any psychic abilities?,Do you have psychic power?,necessary_blawn write_legibly `_ve any psychic abilities?,7.307307481765747,0.58198714,0.6852036
What is your take on Urjit Patel as the new RBI governor?,Is Urjit Patel is right person for RBI Governor?,What is your get into Urjit Patel as the novel RBI governor?,11.398983478546143,0.8031353,0.8491304
Do Trump voters care that he has reneged all his campaign promises?,How will Trump supporters react once they realize he can't or won't keep his campaign promises?,necessary_blawn Trump voters care that he has reneged all his campaign promises?,4.006288290023804,0.5536684,0.8444724
"Can I learn while sleeping? If so, how?",How can I efficiently learn while sleeping?,"Can one teaching while sleeping? If so, how?",7.66328239440918,0.6814632,0.7897671
How do I stop being addicted to porn?,How can I stop watching porn?,How necessary_blawn one point being addicted to porn?,11.905350923538208,0.58875763,0.71828604
What is the meaning of life? Whats our purpose on Earth?,What do you feel is the purpose of life?,What is the meaning connected life? Whats our purpose into Earth?,7.823081016540527,0.69616187,0.8831259
How is time travel possible?,Do you think time travel is possible?,How is time travel possible?,0.0,0.82208717,1.0
How can one get a fuller face?,How do I do to get fuller face?,How can one drive a fuller face?,4.188742637634277,0.83771026,0.88953084
Is it too late for me at the age of 25 thinking to start a career in photography?,I want to start my career as a photographer at age of 25. Is it too late?,Is it too later for me at the age connected 25 thinking to begin a career inch photography?,19.922675609588623,0.8438143,0.9119948
What’s the best time to have sex?,When will the best time for having sex?,What’s the best time to `_ve sex?,3.749072313308716,0.8964493,0.9478038
Can we create free energy?,How do we make free energy?,Can we create free energy?,3.8661060333251953,0.89092755,0.99999976
What's the funniest highbrow joke you've ever heard?,What are the funniest jokes / stories you ever heard?,What's the funniest highbrow joke you've ever heard?,0.0,0.76589394,1.0000002
What are some movies that everyone needs to watch at least once in life?,What movies would you recommend everyone to watch?,What are some movies that everyone needs to check at least then inch life?,15.837024450302124,0.6191748,0.76785815
Can World War 3 ever take place?,Is World War 3 more imminent than expected?,Can World War 3 ever get place?,3.872521162033081,0.7341066,0.95984423
How can eating prunes help during a constipation?,Does eating prunes help with constipation?,How can eating prunes helping preceding a constipation?,7.853955030441284,0.9293317,0.97603786
Why is Barack Obama so important for the world?,Why is Barack Obama so important to the world?,Why is Barack Obama so profound for the world?,3.895369052886963,0.8970101,0.8972003
What is the reason Pakistan supports terrorism?,Has Pakistan become a safe haven for global terrorism?,What is the reason Pakistan supports terrorism?,0.0,0.70502,1.0
How do I can stop hairfall?,How can I stop hairfall?,How necessary_blawn one can point hairfall?,11.688459873199463,0.55124974,0.55100954
"In your opinion, what is the best classical song of all time?",What's the best classical music piece of all time?,"inch your opinion, what is the best classical tunes connected all time?",11.530917882919312,0.83084816,0.84005666
Is there any other website similar to Quora?,Are there any website like Quora?,Is thither any other website similar to Quora?,3.773719310760498,0.8744463,0.9596079
What are the conditions in European refugee camps?,How are the conditions inside European Refugee Camps?,What are the conditions inch European refugee camps?,3.7965619564056396,0.93026066,0.94787854
How do I develop my presence of mind?,How can I increase my presence of mind?,How necessary_blawn one develop my presence connected mind?,11.520592212677002,0.64467615,0.7358151
What are the good websites to learn C programming for begineer?,How can we learn c programming?,What are the well websites to teaching C programming for begineer?,7.564913272857666,0.817837,0.94301313
Will the Supreme Court's decision of playing the National Anthem before movie screenings affect your patriotism?,What are your views on the supreme court's decision to make playing national anthem mandatory in cinema halls?,Will the Supreme Court's decision connected playing the National Anthem ahead movie screenings affect your patriotism?,7.729668378829956,0.7855287,0.9887128
Why do people hate twilight saga?,Why do people hate Twilight so much?,Why necessary_blawn people hate twilight saga?,3.888662815093994,0.7776691,0.8905527
How can I improve my spoken English ability?,How can I improve my English speaking .?,How can one better my spoken English ability?,8.175918579101562,0.87325585,0.97216976
How do I make money with YouTube?,How do I make money through YouTube?,How necessary_blawn one made moneys write_legibly YouTube?,19.7479031085968,0.6362717,0.63385296
How do I find love in life?,How do I find the love of my life?,How necessary_blawn one uncover enjoy inch life?,19.288311004638672,0.21502617,0.2234455
Is there any way to get rid of gynecomastia?,How can I get rid of man boobs?,Is thither any way to drive rid connected gynecomastia?,12.097800493240356,0.4590574,0.8933005
Are there any scientific reasons behind Hindu temples?,What is the scientific reason behind visiting temples?,Are thither any scientific reasons butt Hindu temples?,7.652702808380127,0.7986028,0.912032
Where can I get super high quality photos for any photo booth services in Sydney?,Where can I get professional photo booths service in Sydney?,Where can one drive super high quality photos for any photo booth services inch Sydney?,11.52527403831482,0.7812191,0.8836715
How can I control on my anger?,How can someone control their anger?,How can one control into my anger?,7.37676477432251,0.89364326,0.9780482
How do I get off Quora?,How do get out of Quora?,How necessary_blawn one drive cancelled Quora?,15.540897369384766,0.3373563,0.35085094
What are the best available smartphones gadgets?,What are some of the best smartphones technology gadgets?,What are the best available smartphones gadgets?,0.0,0.9468266,1.0000001
How does it feel to be a closeted gay in India?,How does it feel to be homosexual in India?,How does it sense to were a closeted gay inch India?,11.450487852096558,0.7289083,0.82492685
What happens if dictatorship is continuing in the present days?,What happens if a dictatorship continues in the present day?,What happens if dictatorship is continuing inch the present days?,3.7310686111450195,0.9617647,0.9719584
What makes a great cup of coffee great?,What makes a perfect cup of coffee?,What makes a great cup connected coffee great?,4.211515426635742,0.82681537,0.9051122
Is the US election rigged?,Was the US election rigged?,Is the usa election rigged?,3.858150005340576,0.94208485,0.9933671
What's your opinion about the decision on removal of 500 and 1000 rupees currency notes?,What is the use of demonetizing Rs. 500 & Rs. 1000 notes?,What's your opinion around the decision into removal connected 500 and 1000 rupees currency notes?,11.686212539672852,0.67369974,0.9786253
What are some of the most mind-blowing facts about Bengaluru?,What are some interesting facts about Bengaluru?,What are some connected the most mind-blowing facts around Bengaluru?,7.8678505420684814,0.8853455,0.9428135
Which book is best for Neet chemistry?,Which is the best book for chemistry for NEET?,Which script is best for Neet chemistry?,3.9943113327026367,0.7741643,0.77662456
Why are so many questions posted to Quora that are so easily answered by using Google?,Why do many Quora users ask questions they could look up online?,Why are so many questions posted to Quora that are so easily answered side using Google?,3.9540321826934814,0.6216713,0.9777351
Which are the best movies of 2016?,What is your best 2016 movie?,Which are the best movies connected 2016?,3.961223840713501,0.78682923,0.87533736
What would be effect of 500 and 1000 Rs notes ban?,"Why Central Govt banned old 500 and 1000 Rs note, but issued new 500 and 2000 Rs note?",What would were effect connected 500 and 1000 Rs notes ban?,7.7580626010894775,0.71767867,0.94476193
How light bend with gravity?,"If gravity bends light, can light bend gravity?",How amber_glow bend write_legibly gravity?,8.092302083969116,0.59068054,0.6615925
How do you send a private message to someone you're following on Quora?,How do I send another person a message on Quora?,How necessary_blawn write_legibly air a private message to someone you're following into Quora?,14.764528036117554,0.6002103,0.76006293
How do you train a white Pitbull with brown spots?,How do I train White Pitbulls?,How necessary_blawn write_legibly train a light Pitbull write_legibly dark-brown spots?,20.023640632629395,0.445081,0.6295521
What are some of the most surreal questions asked on Quora?,What is the most surreal question on Quora?,What are some connected the most surreal questions asked into Quora?,7.904051303863525,0.8845315,0.9353091
When will the best time for having sex?,What would be the best time to have sex?,When will the best time for having sex?,0.0,0.9329736,1.0
How can I consult a good free online astrologer?,Are there any good free online astrologers?,How can one consult a well free online astrologer?,7.643322467803955,0.8153722,0.9799847
Why do brothers hate sisters?,Why do we hate our sisters?,Why necessary_blawn brothers hate sisters?,4.05073881149292,0.69698054,0.8295872
Is Textile Engineering Good?,Is textile engineering good or not?,Is Textile Engineering Good?,0.0,0.98891306,1.0
How does Quora quickly mark questions as needing improvement?,Why does Quora mark my questions as needing improvement/clarification before I have time to give it details? Literally within seconds…,How does Quora readily mark questions as needing improvement?,3.9459846019744873,0.78809667,0.9479672
How will I contact a good hacker?,How can I hire a hacker?,How will one contact a well hacker?,7.621416091918945,0.72488284,0.8682151
What is the meaning and purpose to life?,What is the exact meaning of life?,What is the meaning and purpose to life?,0.0,0.81805336,1.0000001
What should I do when my friends betray me?,What can I do when my friend betrayed me?,What should one necessary_blawn when my friends betray me?,8.119869709014893,0.5917202,0.78863996
I'm 15 year old my height is 5 feet 7 inches and my weight is 50 kg what should I do to gain weight?,"I am 22, my weight is 46 kg and my height is 5.4 ft. What should I do to gain height and weight?",I'm 15 year grey my height is 5 feet 7 inches and my weight is 50 kg what should one necessary_blawn to gain weight?,12.476599931716919,0.7176091,0.87286764
Why is Saltwater taffy candy imported in China?,Why is Saltwater taffy candy imported in Laos?,Why is Saltwater taffy candy imported inch China?,3.885396957397461,0.88432753,0.9681044
Who are the best hackers in India?,Who is best Indian hacker?,Who are the best hackers inch India?,3.8046422004699707,0.9054222,0.9338775
Should the Indian education system be changed?,Do we need to change the  education system of India? If yes then why?,Should the Indian education system were changed?,3.934281349182129,0.8697667,0.9683368
Is it too late to go to medical school and become a doctor?,Is it too late to go to medical school at 24?,Is it too later to comes to medical schooling and turn a doctor?,14.777163982391357,0.7738159,0.877774
"What government exams, other than the GATE, can final year computer science students give?","What government exams, other than the GATE can average mark final year computer science students give?","What government exams, other than the GATE, can final year computer science students give?",0.0,0.9453567,1.0
Psychopaths: Do you find babies cute?,Do psychopaths find babies cute?,Psychopaths: necessary_blawn write_legibly uncover babies cute?,12.04560399055481,0.757144,0.7867268
How can I see who blocked me at Facebook?,Will I see if someone blocked me of Facebook?,How can one noticing who blocked me at Facebook?,12.334497213363647,0.77488697,0.9162409
Who are some of great coders from Tamil Nadu?,Are there any competitive coders from Tamil Nadu?,Who are some connected great coders inthe Tamil Nadu?,8.010491132736206,0.82993156,0.9464228
What is the ultimate way to serve humanity?,How can one serve humanity?,What is the ultimate way to serve humanity?,0.0,0.88437897,1.0000001
What will be the resolution one should have for the year 2016?,What's your resolution for year 2016?,What will were the resolution one should `_ve for the year 2016?,8.041950941085815,0.7904532,0.93968546
What are Balaji Viswanathan's views on caste based reservations in India?,What is Balaji Vishwanathan's view on caste based reservation system in India?,What are Balaji Viswanathan's views into caste based reservations inch India?,7.980706691741943,0.86574566,0.9616777
What are Mutual funds? How do they work?,What is mutual fund all about?,What are Mutual funds? How necessary_blawn they work?,7.597776651382446,0.81423056,0.8740703
What is the main difference between socialism and communism.?,"What is the difference between socialism, marxism, and communism?",What is the main difference betwixt socialism and communism.?,3.7970569133758545,0.85392046,0.9664588
How do I change my Facebook password?,How can I log in Facebook without password?,How necessary_blawn one change my Facebook password?,7.867621898651123,0.6728474,0.80770254
"Which one to learn, C++ or C#?",Which should I learn first: C++ or C#?,"Which one to learn, C++ or C#?",0.0,0.97459966,1.0000001
What is the best evidence for a historical Jesus?,What is the evidence for and against the existence of the historical Jesus?,What is the best evidence for a historical Jesus?,0.0,0.86652017,1.0
What are some of the best part-time jobs where you can work from home and make some good cash?,What are some of the best paid part time jobs that can be done from home?,What are some connected the best part-time jobs where write_legibly can work inthe plate and made some well cash?,23.892468214035034,0.70554584,0.7221427
Does Trump have a chance at winning presidency?,Is there a big chance that Trump will win the election?,Does Trump `_ve a chance at winning presidency?,7.858745098114014,0.8226398,0.94295764
How can I meet Suresh Raina?,How do i meet suresh raina?,How can one meet Suresh Raina?,3.845346450805664,0.95910203,0.9652535
"Can fossil records be used as evidence for evolution? If so, how?",What are some examples of evidence of evolution that fossil records provide?,"Can fossil records were used as evidence for evolution? If so, how?",4.257554054260254,0.86494935,0.992034
What is the Hizmet movement?,What is the Gülen movement?,What is the Hizmet movement?,0.0,0.50841665,0.9999999
What stocks are the best to invest in right now?,What are the best stocks to invest for long term right now?,What stocks are the best to invest inch right now?,3.9068078994750977,0.8568724,0.92179
What should I do if someone has posted a porn video under my name?,What should I do if someone has posted porn video under my name?,What should one necessary_blawn if someone has posted a porn video aditya_bhandarkar my name?,11.67340612411499,0.8250371,0.82042545
What are the safety precautions on handling shotguns proposed by the NRA in Alaska?,What are the safety precautions on handling shotguns proposed by the NRA in Arizona?,What are the safety precautions into handling shotguns proposed side the NRA inch Alaska?,11.9268057346344,0.87488043,0.9753113
How do I get my ex back?,How do I ask my ex to get back together?,How necessary_blawn one drive my ex back?,11.587748765945435,0.47734657,0.5266329
What is the best way to prepare to IELTS?,What is the best way to prepare for IELTS?,What is the best way to prepare to IELTS?,0.0,0.9957896,1.0000001
How do I know if the girl am dating online truly live me for real?,How do I know if my online girlfriend truly loves me?,How necessary_blawn one king if the girl am dating online truly experience me for real?,15.34969973564148,0.6099084,0.6801009
What is a GDP?,What is the significance of GDP?,What is a GDP?,0.0,0.8713577,1.0
What are the home remedies for piles or anal fissure?,How do I cure anal fissure permanently with home remedies?,What are the plate remedies for piles or anal fissure?,3.92523455619812,0.69273835,0.89927673
Is the soul immortal?,Why is the soul immortal?,Is the soul immortal?,0.0,0.8913399,1.0
What can be done to reduce the pollution of India?,What is the best way to reduce pollution in india?,What can were done to reduce the pollution connected India?,7.894273281097412,0.90122753,0.9460816
Which were some of the bad experiences you had in life?,What were some of your good and bad life experiences?,Which were some connected the avert experiences write_legibly had inch life?,15.474121332168579,0.30119967,0.3426538
Can you get a list of individual telephone numbers?,How do you get cell phone numbers?,Can write_legibly drive a list connected individual telephone numbers?,12.208566427230835,0.36761588,0.60153323
Do you have to wake up during REM sleep to remember your dreams?,Do you need to wake up in the middle of REM sleep in order to remember you dreams?,necessary_blawn write_legibly `_ve to wake raised preceding REM restorative_sleep to remember your dreams?,22.780819416046143,0.6335448,0.62692267
How do I learn how to sing?,I want to learn singing. How do I start?,How necessary_blawn one teaching how to sing?,11.428767681121826,0.6429265,0.6815523
Which is the best SSC and banking training insititute in Chandigarh?,Which institute provide best SSC and banking coaching in Chandigarh?,Which is the best SSC and banking training insititute inch Chandigarh?,3.8437185287475586,0.8495592,0.96666527
Which is the best PMP Certification course provider in Bangalore?,Which is the best pmp certification center in Bangalore?,Which is the best PMP Certification course provider inch Bangalore?,3.7699732780456543,0.92780787,0.9798352
What is difference between net and gross income?,What is the difference between gross income versus net income?,What is difference betwixt net and gross income?,3.824838399887085,0.8482578,0.88847876
How can I wake up early in the morning?,How can I get up early in the morning?,How can one wake raised inchoate inch the morning?,15.096917867660522,0.59712183,0.6661757
What is the difference between the iPhone 6s and iPhone 6s Plus?,What's the difference between the iPhone 6 and the iPhone 6s?,What is the difference betwixt the iPhone 6s and iPhone 6s Plus?,3.8578946590423584,0.8842294,0.9612503
What is the IELTS all about?,What is IELTS and its use?,What is the IELTS all about?,0.0,0.88776547,1.0
How do I lose weight without doing any sport?,How do I lose weight without doing exercise or diet?,How necessary_blawn one lose weight new doing any sport?,10.598100900650024,0.5745692,0.6980313
Why do digital cameras have shutter sound?,What digital cameras have electronic shutter that can be set to make absolutely no sound or noise?,Why necessary_blawn digital cameras `_ve shutter sound?,8.035413026809692,0.698326,0.8718575
What were the main and most important political causes of World War 1?,What were the causes for World War 1?,What were the main and most profound political causes connected World War 1?,7.573588132858276,0.86507773,0.9290644
What is the difference between HDD and SSD in layman's terms?,What is differences between SSD and hdd?,What is the difference betwixt HDD and SSD inch layman's terms?,7.496098756790161,0.78188795,0.7917319
What does it mean if a dog vomits white foam?,Why is my puppy vomiting white foam?,What does it mean if a pup vomits light foam?,8.063232898712158,0.8344204,0.86274123
How is the job situation in New Zealand for computer science graduates?,How is the job situation in New Zealand for computer science graduates diploma?,How is the job situation inch novel Zealand for computer science graduates?,7.83575963973999,0.8620024,0.8974785
How would I develop an e-commerce website?,How do I create an e-commerce website?,How would one develop an e-commerce website?,3.748807907104492,0.93126976,0.99154574
What can I do to improve my question on Quora?,All my questions on Quora need improvement. What is the best way to ask a question on Quora?,What can one necessary_blawn to better my question into Quora?,15.777781248092651,0.58930784,0.6659307
What are some tips for someone trying to teach themselves to sing?,How can I teach myself how to sing?,What are some tips for someone trying to instruct themselves to sing?,1.1806085109710693,0.85268056,0.93374
What are some of the pros and cons of a Hillary Clinton presidency?,What are pros and cons of Hillary Clinton?,What are some connected the pros and cons connected a Hillary Clinton presidency?,1.8825480937957764,0.8559307,0.8907756
Which is the best coaching center for SSC and Banking in Chandigarh?,Which are the best SSC and banking coaching centers in Chandigarh?,Which is the best coaching center for SSC and Banking inch Chandigarh?,1.058988332748413,0.94465816,0.975076
What are the best things to do on Halloween?,What do we need to have the best Halloween?,What are the best things to necessary_blawn into Halloween?,1.9229214191436768,0.8283329,0.8144105
Why do companies issue bonus shares?,Why do company issue bonus shares?,Why necessary_blawn companies issue bonus shares?,0.9323787689208984,0.85830724,0.85268384
How can changing 500 and 1000 rupee notes end the black money in India?,Do you think scrapping of 500 and 1000 rupee denominations is going to eradicate corruption?,How can changing 500 and 1000 rupee notes end the women_dating_interracially moneys inch India?,2.866262674331665,0.53697264,0.7988657
Are there any telescopes powerful enough to view evidence left behind from NASA's moon landings?,"Do we have telescopes powerful enough nowadays to see the man-made objects left on the moon by the Apollo missions, proving 100% that humans did in fact land there?",Are thither any telescopes powerful enough to view evidence left butt inthe NASA's moon landings?,3.8914289474487305,0.76904774,0.9448886
Have you ever been fired?,Have you ever been fired? How did you deal with it?,`_ve write_legibly ever been fired?,1.95137619972229,0.5376302,0.6283238
How on earth would I dress like a workout guy from the year 1990 in the summer?,How would I dress like a workout guru from the year 1990 in the summer?,How into world would one dress probably a workout guy inthe the year 1990 inch the summer?,5.942669153213501,0.8377445,0.9028684
My girlfriend has stopped talking to me. What should I do?,My girlfriend is not talking to me. What should I do?,My girlfriend has stopped talking to me. What should one do?,1.0030791759490967,0.8901822,0.9923153
What will the real estate look like now after the 500 and 1000 scraping?,How will abolishing Rs. 500 and Rs. 1000 notes affect the real estate businesses in India?,What will the real estate face probably now following the 500 and 1000 scraping?,7.187209844589233,0.6381114,0.97170174
What are the best interview questions ever asked?,What are the best interview questions to ask?,What are the best interview questions ever asked?,0.0,0.93358016,0.9999999
Has wizard magic been scientifically tested?,Have mages been scientifically tested?,Has wizard magic been scientifically tested?,0.0,0.76696855,1.0
Why there is so much nudity content in Game of Thrones?,Why is there so much nudity in the Game of Thrones TV Series?,Why thither is so much nudity content inch punt connected Thrones?,15.527841091156006,0.80640453,0.8297683
How can I get followers and comments on my blog?,How can i get more follower on my blog?,How can one drive followers and comments into my blog?,11.772488594055176,0.7573791,0.88856626
I have only 2 months for my CA CPT exams how do I prepare?,I want to crack CA CPT in 2 months. How should I study?,one `_ve only 2 months for my CA CPT exams how necessary_blawn one prepare?,15.54579758644104,0.7080379,0.88165236
What programming language should I learn if I want to do a 2D MMORPG game?,Which programming language should I learn if I want to develop gaming apps?,What programming language should one teaching if one want to necessary_blawn a 2D MMORPG game?,19.777369499206543,0.6506871,0.84447443
What is your view on the recent demonetization in India?,What are your views on demonetization of ₹500 & ₹1000 notes in India?,What is your view into the recent demonetization inch India?,8.078222513198853,0.67617965,0.88932216
Why was cyrus mistry removed?,Why TATA sons replaced Cyrus Mistry to Ratan TATA?,Why was cyrus mistry removed?,0.0,0.5622727,1.0
What is the first moment you remember in your Life?,What is the very first thing you remember in your life?,What is the first moment write_legibly remember inch your Life?,8.070907354354858,0.5940626,0.6950285
What can I do after completing BDS?,What can we do after completing BDs?,What can one necessary_blawn following completing BDS?,11.786556005477905,0.71149147,0.6739843
Does all Muslims hate Narendra Modi?,Why Muslims hate Modi government?,Does all Muslims hate Narendra Modi?,0.0,0.76851887,1.0
I'm 18. What should I do?,What can I do when I'm 18?,I'm 18. What should one do?,4.146010160446167,0.8998519,0.9636705
What are some really good and famous romantic comedy movies?,What are the best romantic comedy movies?,What are some really well and famous romantic comedy movies?,4.030632972717285,0.943054,0.9864211
How should I start meditating?,"How should I start meditating, and when?",How should one begin meditating?,7.92471170425415,0.95266175,0.9828369
Can an infinite amount of dark or vacuum or gravitational energy be created with expansion?,"Is the potential energy of vacuum energy, virtual particles and/or dark energy infinite? NO MERGE",Can an infinite amount connected night or vacuum or gravitational energy were created write_legibly expansion?,15.183104276657104,0.50464785,0.7518483
Should you post picture on social media?,Should you post pictures on social media?,Should write_legibly post photo into social media?,11.668795824050903,0.79193544,0.8028712
Can we control our actions in a dream?,Can we control our dreams? Can we dream what we wanna dream about?,Can we control our actions inch a dream?,4.231666088104248,0.80959654,0.94797564
Did Trump win the election?,Does Donald Trump have any chance of winning the forthcoming election?,Did Trump win the election?,0.0,0.622429,0.9999999
Why does the caste system still exist in India?,Why does the caste system exist in India even after 7 decades of Independence?,Why does the caste system still exist inch India?,3.9222328662872314,0.82966685,0.86920375
How do I get a boyfriend for age 13?,How can I get a boyfriend at age 13?,How necessary_blawn one drive a boyfriend for age 13?,11.670496940612793,0.6044769,0.614711
What are some new marketing techniques for language schools?,What are marketing techniques for language schools?,What are some novel marketing techniques for language schools?,3.802568197250366,0.9431094,0.9657767
What are the easy ways to earn money online?,How can I earn money on internet?,What are the simple ways to earn moneys online?,7.628519773483276,0.8496742,0.9733074
What is reactance in a capacitor?,What is the reason behind the reactance of a capacitor?,What is reactance inch a capacitor?,3.849330186843872,0.72240144,0.8260409
Why is Saltwater taffy candy imported in Australia?,Why is saltwater taffy candy imported in Austria?,Why is Saltwater taffy candy imported inch Australia?,3.819410562515259,0.89506185,0.9615173
Which are the best part-time jobs to do in Bangalore?,What are the best part time jobs we can do in Bangalore?,Which are the best part-time jobs to necessary_blawn inch Bangalore?,7.868719577789307,0.9149698,0.91634536
How do I become an attractive girl?,How do you become pretty/attractive?,How necessary_blawn one turn an attractive girl?,11.625712156295776,0.59583616,0.6674638
What are some of the best music albums ever?,What is regarded as the best music album?,What are some connected the best music albums ever?,3.77250075340271,0.81754494,0.90763736
"Realistically speaking, what would happen to the USA if Donald Trump wins Presidency in the 2016 elections?",Why is Donald Trump supported so much? What will happen if he wins the election?,"Realistically speaking, what would happen to the USA if Donald Trump wins Presidency inch the 2016 elections?",3.837092161178589,0.6278034,0.9820951
What's it like to be a non-smoking mother of smoking children?,What's it like to be non-smoking mother of the smoking children?,What's it probably to were a non-smoking aunt connected smoking children?,15.818372011184692,0.75006413,0.7353136
