original,reference,paraphrased,time_taken,similarity_to_reference,similarity_to_original
""" It 's amazing to be part of an industry that rewards its young , "" said Hernandez , who is a recent graduate of Parsons School of Design .",""" It 's amazing to be part of an industry that rewards its young , "" said Hernandez , who only graduated from Parsons School of Design last May .",""" It 's amazing to were part connected an industry that rewards its new , "" said Hernandez , who is a recent graduate connected Parsons schooling connected Design .",3.3663394451141357,0.8299418,0.8383386
The flamboyant entrepreneur flagged the plan after a meeting in London with Australian Tourism Minister Joe Hockey .,Sir Richard was speaking after a meeting in London with Australian Tourism Minister Joe Hockey .,The flamboyant entrepreneur flagged the design following a meeting inch London write_legibly Australian Tourism Minister Joe Hockey .,2.389651298522949,0.39595345,0.7976046
"Ryan Harvey , an outfielder from Dunedin High School in Florida , was selected with the sixth pick by the Chicago Cubs .","Ryan Harvey , a high school outfielder from Florida , was chosen sixth by the Cubs .","Ryan Harvey , an outfielder inthe Dunedin High schooling inch Florida , was selected write_legibly the sixth pick side the Chicago Cubs .",2.924391984939575,0.91183704,0.95063806
"Thomas was joined in full by Rehnquist , and in parts by O 'Connor and Scalia .",He was joined by Chief Justice William H. Rehnquist and Justices Sandra Day O 'Connor and Antonin Scalia .,"Thomas was joined inch sce.q_sce.q side Rehnquist , and inch parts side O 'Connor and Scalia .",2.647287130355835,0.64257395,0.84838337
"The bulk of the funds , some $ 65 billion , will go for military operations in Iraq and Afghanistan .",The bulk of the bill - $ 64.7 billion - goes for military operations primarily in Iraq and Afghanistan .,"The bulk connected the funds , some $ 65 billion , will comes for military operations inch Iraq and Afghanistan .",1.4840712547302246,0.7699166,0.933534
"The new capabilities will provide IBM customers a way to create , publish , manage and archive Web-based content within a corporate intranet , extranet and Internet environment .","The product will be targeted at companies that need to create , publish , manage and archive web-based content within a corporate intranet , extranet and internet environment .","The novel capabilities will provide IBM customers a way to create , publish , manage and archive Web-based content within a corporate intranet , extranet and Internet environment .",0.953920841217041,0.7446079,0.9679595
"When you crossed the line , you violated the constitutional right , "" said Charles Weisselberg , a UC Berkeley law professor .","When you crossed the line , you violated the constitutional right , "" said Charles Weisselberg , who teaches law at the University of California , Berkeley .","When write_legibly crossed the line , write_legibly violated the constitutional right , "" said Charles Weisselberg , a UC Berkeley law professor .",0.9740636348724365,0.7819163,0.7955738
"A $ 500 million natural-gas-fired power plant , for example , could replace up to $ 100 million in boilers yearly without adding new smog controls .","A $ 500 million coal-fired power plant , for example , could replace $ 100 million in equipment yearly without adding new pollution controls .","A $ 500 million natural-gas-fired power institute , for example , could replace raised to $ 100 million inch boilers yearly new adding novel smog controls .",200.56801581382751,0.6807797,0.85286355
"On Sunday , the experts will perform the first simultaneous release of five whales from a single stranding incident in the United States .","Today , the experts will perform the United States ' first simultaneous release of five whales from a single stranding incident .","into Sunday , the experts will performed the first simultaneous release connected five whales inthe a single stranding incident inch the United States .",2.6657187938690186,0.9470875,0.9575632
"Gov. Rick Perry has said that while he opposes gambling expansion , he would be reluctant to veto continuation of the Lottery Commission .","Gov. Rick Perry opposes expansion of gambling but has said he would be "" hard-pressed "" to veto the lottery sunset bill .","Gov. Rick Perry has said that while he opposes gambling expansion , he would were reluctant to veto continuation connected the Lottery Commission .",0.982534646987915,0.89297116,0.9913383
"Typhoon Maemi later moved out over the Sea of Japan , where it weakened considerably , the meteorology department said .","Typhoon Maemi was on Saturday night moving over the Sea of Japan , where it had weakened considerably , the meteorology department said .","Typhoon Maemi later moved forbidden across the trade connected Japan , where it weakened considerably , the meteorology department said .",1.682321310043335,0.7556026,0.80950576
"Along with chip.m.aker Intel , the companies include Sony Corp. , Microsoft Corp. , Hewlett-Packard Co . , International Business Machines Corp. , Gateway Inc . , Nokia Corp. and others .","Along with chip maker Intel , the companies include Sony , Microsoft , Hewlett-Packard , International Business Machines , Gateway , Nokia and others .","on write_legibly chip.m.aker Intel , the companies include Sony Corp. , Microsoft Corp. , Hewlett-Packard Co . , International Business Machines Corp. , Gateway Inc . , Nokia Corp. and others .",1.3406767845153809,0.89916635,0.93941385
"Officials developed plans to burn about 2,000 acres of dense forest near the park 's southwest border by dropping incendiary devices , hoping to burn off fuel from the wildfire 's path .","Officials tentatively planned to burn about 2,000 acres of dense forest by dropping incendiary devices from the air , aiming to remove fuel from the wildfire 's path .","Officials developed plans to burn around 2,000 acres connected dense silviculture outskirt the green 's southwest border side dropping incendiary devices , hoping to burn cancelled fuel inthe the wildfire 's path .",3.625234365463257,0.7652675,0.81014574
""" It still remains to be seen whether the revenue recovery will be short-lived or long-lived , "" Mr. Sprayregen said .",""" It remains to be seen whether the revenue recovery will be short- or long-lived , "" said James Sprayregen , UAL bankruptcy attorney , in court .",""" It still remains to were seen whether the revenue recovery will were short-lived or long-lived , "" Mr. Sprayregen said .",0.8981773853302002,0.82985806,0.97006166
"Some 14,000 customers were without power in the area , Oklahoma Gas and Electric said .","About 38,000 OGE Energy Corp. customers are without power , the company said on its Web site .","Some 14,000 customers were new power inch the area , Oklahoma Gas and Electric said .",0.8680312633514404,0.42376697,0.7231989
""" The SIA forecast reflects the new realities of the semiconductor industry of an 8-10 percent "" growth rate , George Scalise , the trade association 's president , said in a statement .",""" The SIA forecast reflects the new realities of the semiconductor industry of an 8-10 per cent ' ' growth rate "" , said George Scalise , the association 's president .",""" The SIA forecast reflects the novel realities connected the semiconductor industry connected an 8-10 percent "" growth rate , George Scalise , the trade association 's president , said inch a statement .",1.8143839836120605,0.96532834,0.9815864
Eighty-six seriously wounded U.N. workers were airlifted out for medical care .,Eighty-six U.N. workers who were wounded in Tuesday 's bombing were airlifted out for medical care .,Eighty-six seriously wounded U.N. workers were airlifted forbidden for medical care .,0.45056772232055664,0.775458,0.8337092
"Burns believed that confessing a crime he did not commit was the only way out , Richardson said .","To the frightened Burns , Richardson said , confessing a crime he did not commit looked like the only out .","Burns believed that confessing a crime he did not commit was the only way forbidden , Richardson said .",0.4437131881713867,0.8532536,0.93271494
"Phone calls to Spitzer 's office , Citigroup and Goldman Sachs were not immediately returned .",A message left with Spitzer 's office as well as Citigroup and Goldman Sachs were not immediately returned .,"love calls to Spitzer 's office , Citigroup and Goldman Sachs were not immediately returned .",0.4513208866119385,0.8232541,0.92999595
"Instead , the high court said that drug makers did not adequately show why the plan should be prevented from taking effect .",Stevens said that the drug manufacturers had not shown why the plan should be prevented from taking effect .,"Instead , the high court said that drug makers did not adequately showing why the design should were prevented inthe taking effect .",2.075491428375244,0.63508403,0.8744477
Medical experts said the condition was mildly worrying but easily-manageable .,Medical experts said Blair 's problem was worrying but relatively common and easily manageable .,Medical experts said the condition was mildly worrying but easily-manageable .,0.0,0.6972438,1.0
"Joan B. Kroc , the billionaire widow of McDonald 's Corp. founder Ray Kroc , died Sunday after a brief bout with brain cancer .","Joan B. Kroc , the billionaire widow of McDonald 's founder Ray Kroc known for her philanthropy , died Sunday of brain cancer .","Joan B. Kroc , the billionaire widow connected McDonald 's Corp. founder Ray Kroc , died Sunday following a brief bout write_legibly brain cancer .",1.4450023174285889,0.9645133,0.98771685
"The company has expanded into providing other services for buyers , including payment services .","The company has expanded those basic services , offering payment and even financing .","The company has expanded thru providing other services for buyers , including payment services .",0.44948244094848633,0.8274285,0.99136484
A Lamar mother arrested Saturday in Colorado Springs is accused of drowning her two children in a bathtub before slitting her wrists .,"A 32-year-old mother of two is suspected of drowning her children in a bathtub before slashing her wrists in an unsuccessful suicide attempt , police said .",A Lamar aunt arrested Saturday inch Colorado Springs is accused connected drowning her two children inch a bathtub ahead slitting her wrists .,2.2166614532470703,0.647064,0.8435745
She was surrounded by about 50 women who regret having abortions .,She was surrounded by about 50 women who have had abortions but now regret doing so .,She was surrounded side around 50 women who regret having abortions .,0.882702112197876,0.93779546,0.9886783
"Revelations of the expenditures shocked some employees at Delta , an airline that is cutting jobs as it struggles with increased security costs and fewer passengers .","Revelations of the expenditures shocked some employees at Delta , an airline that has posted huge losses and cut jobs as it struggles with increased security costs and fewer passengers .","Revelations connected the expenditures shocked some employees at Delta , an airline that is cutting jobs as it struggles write_legibly increased security costs and fewer passengers .",1.3495614528656006,0.92108846,0.9488485
"The search was concentrated in northeast Pennsylvania , but State Police Trooper Tom Kelly acknowledged that Selenski could have traveled hundreds of miles by now .","The search was concentrated in northeastern Pennsylvania , but State Police Trooper Tom Kelly acknowledged that Selenski could be out of the area .","The search was concentrated inch northeast Pennsylvania , but State Police Trooper Tom Kelly acknowledged that Selenski could `_ve traveled hundreds connected miles side now .",1.747039556503296,0.8583487,0.9534204
"Researchers at Sweden 's Karolinska Institute reanalyzed data from more than 2,000 infants who had been treated with radiation for a benign birthmark condition between 1930 and 1959 .","Researchers at Sweden 's Karolinska Institute recently went over data from more than 2,000 children treated with radiation for a harmless birthmark condition between 1930 and 1959 .","Researchers at Sweden 's Karolinska Institute reanalyzed data inthe more than 2,000 infants who had been treated write_legibly radiation for a benign birthmark condition betwixt 1930 and 1959 .",1.7834761142730713,0.90756845,0.95722306
"The state , which previously conducted two triple executions and two double executions , says the policy is designed to reduce stress on its prison staff .","The state previously conducted two triple executions and two double executions , a practice it says is intended to reduce stress on the prison staff .","The state , which previously conducted two triple executions and two double executions , says the policy is designed to reduce stress into its prison staff .",0.43256592750549316,0.9219797,0.9982438
"The little girl , the daughter of a teller , was taken to the bank after a doctor 's appointment .","Earlier in the evening , the mother , whom authorities did not identify , had brought her daughter to the bank after a doctor 's appointment .","The everything'sa girl , the daughter connected a teller , was taken to the deposit following a surgeons 's appointment .",2.5195095539093018,0.5759076,0.7104119
At least 23 U.S. troops have been killed by hostile fire since Bush declared major combat in Iraq to be over on May 1 .,At least 26 American troops have been killed in hostile fire since major combat was officially declared over on May 1 .,at least 23 U.S. troops `_ve been killed side ill blazes since Bush declared major combat inch Iraq to were across into May 1 .,4.860516548156738,0.7499414,0.8782577
""" Apple is working with Oxford Semiconductor and affected drive manufacturers to resolve this issue , which resides in the Oxford 922 chipset , "" the company said in a statement .","Apple is working with Oxford Semiconductor and affected drive manufacturers to resolve this issue , which resides in the Oxford 922 chip-set . """,""" Apple is working write_legibly Oxford Semiconductor and affected drive manufacturers to resolve this issue , which resides inch the Oxford 922 chipset , "" the company said inch a statement .",1.5326976776123047,0.90899193,0.9292384
"Even later in life , he was still cashing in : lately , he earned money by calling fans on the telephone with the service www.HollywoodIsCalling.com.","Lately , he had earned money by calling fans on the telephone , taking part in the service www.HollywoodIsCalling.com.","Even later inch lifespan , he was still cashing inch : lately , he earned moneys side calling fans into the telephone write_legibly the service www.HollywoodIsCalling.com.",3.415867328643799,0.7679885,0.8321774
"In a statement , the company said both bids would allow Vivendi to "" maintain a substantial minority interest in a U.S. media corporation with excellent growth potential . ""","It also added that both proposals would allow Vivendi Uni to maintain "" a substantial minority interest in a U.S. media corporation with excellent growth potential . ""","inch a statement , the company said both bids would allow Vivendi to "" maintain a substantial minority interest inch a U.S. media corporation write_legibly superior growth potential . """,2.1716763973236084,0.72261393,0.84855545
"In Vienna , the IAEA said ElBaradei would accept the invitation , although no date had yet been set .","In Vienna , the International Atomic Energy Agency said on Monday ElBaradei had accepted Iran 's invitation , but said no date had yet been set .","inch Vienna , the IAEA said ElBaradei would accept the invitation , although no date had yet been set .",0.5377292633056641,0.78353435,0.9573258
"Strikingly , the poll saw little difference between women and men in their feelings towards Mrs Clinton .","Strikingly , the poll saw very little difference between women and men in their feelings about the former First Lady .","Strikingly , the poll saw everything'sa difference betwixt women and men inch their feelings towards Mrs Clinton .",1.5685439109802246,0.66225076,0.8586247
"From July 1 , 2002 , to June 30 , 2003 , the organization said it spent $ 114.3 million but took in only $ 39.5 million .","Between July 1 , 2002 and June 30 , 2003 , the Red Cross spent $ 114 million on disaster relief , while taking in only $ 39.5 million .","inthe July 1 , 2002 , to June 30 , 2003 , the organization said it spent $ 114.3 million but took inch only $ 39.5 million .",1.1398320198059082,0.6266356,0.9483768
"The 20 master computers are located in the United States , Canada and Korea , Mr. Kuo said .","The computers were located in the United States , Canada and South Korea , he said .","The 20 master computers are located inch the United States , Canada and Korea , Mr. Kuo said .",0.5128705501556396,0.7282333,0.94235045
They said : “ We believe that the time has come for legislation to make public places smoke-free .,""" The time has come to make public places smoke-free , "" they wrote in a letter to the Times newspaper .",they said : “ We trust that the time has number for legislation to made public places smoke-free .,2.086038589477539,0.80669355,0.934284
Milwaukee prosecutors charged a church minister with physical abuse in the death of an 8-year-old autistic boy who died during a healing service .,A church minister was charged yesterday in the death of an 8-year-old autistic boy who suffocated as church leaders tried to heal him at a storefront church .,Milwaukee prosecutors charged a church minister write_legibly physical abuse inch the death connected an 8-year-old autistic boy who died preceding a healing service .,2.030391216278076,0.7245469,0.90938973
"The new effort , Taxpayers Against the Recall , will be formally launched Wednesday outside a Sacramento fire station .","Called "" Taxpayers Against the Recall , "" it was to be launched Wednesday afternoon outside a Sacramento fire station .","The novel effort , Taxpayers against the Recall , will were formally launched Wednesday away a Sacramento blazes station .",2.66387939453125,0.70046306,0.7588538
"Furthermore , chest tightness after exercise and prevalence of asthma were both linked to the amount of time spent at the pool .",Chest tightness after exercise and overall prevalence of asthma were also linked to the total amount of time spent at indoor pools .,"Furthermore , chest tightness following exercise and prevalence connected asthma were both linked to the amount connected time spent at the pool .",2.069523334503174,0.9376588,0.9747079
British police arrested 21 people early Tuesday in connection with the suspected ritual murder of an African boy whose torso was found in the Thames River .,Police have arrested 21 people in connection with the murder of a young Nigerian child whose headless and limbless torso was found floating in the river Thames .,British police arrested 21 people inchoate Tuesday inch connection write_legibly the suspected ritual murder connected an African boy whose torso was found inch the Thames friend_francie_vos .,4.337488651275635,0.6822059,0.7705913
Winners will be announced in a June 8 ceremony broadcast on CBS from Radio City Music Hall .,Tony winners will be announced June 8 in televised ceremonies from Radio City Music Hall .,Winners will were announced inch a June 8 ceremony broadcast into CBS inthe Radio metropolis Music Hall .,2.919893503189087,0.70683277,0.91444665
A lawsuit has been filed in an attempt to block the removal of the Ten Commandments monument from the building .,Supporters asked a federal court Monday to block the removal of a Ten Commandments monument from the Alabama Judicial Building .,A lawsuit has been filed inch an attempt to block the removal connected the Ten Commandments monument inthe the building .,1.5413506031036377,0.65050095,0.949317
"Marisa Baldeo stated , however , the authority 's official uniform policy says "" they are not supposed to wear anything on their heads but a NYC transit depot logo cap .",""" As of now , they are not supposed to wear anything on their heads but a NYC transit depot logo cap , "" Baldeo said .","Marisa Baldeo stated , however , the authority 's official uniform policy says "" they are not supposed to wear anything into their heads but a NYC transit depot logo cap .",0.9650273323059082,0.9320266,0.9930091
"Between 50 and 100 persons die annually from these allergies , and thousands more suffer severe reactions such as constricted breathing and dramatic swelling .","Between 50 and 100 people die a year due to these allergies , and thousands more suffer severe reactions such as constricted breathing and dramatic swelling .","betwixt 50 and 100 persons die annually inthe these allergies , and thousands more suffer severe reactions such as constricted breathing and dramatic swelling .",0.9731707572937012,0.848774,0.85701627
Only Intel Corp. has a lower dividend yield .,Only Intel 's 0.3 percent yield is lower .,Only Intel Corp. has a lower dividend yield .,0.0,0.77259064,1.0
"Sean Harrigan of Calpers , the California fund , said : "" Today we are trying to pull the pig from the trough .",""" Today we are trying to pull the pig away from the trough , "" Mr. Harrigan said .","Sean Harrigan connected Calpers , the California fund , said : "" Today we are trying to pull the pig inthe the trough .",1.0803470611572266,0.6537864,0.9603881
"That truck was spotted in the Campbells Creek area , fitting that description , Morris said .","A black pickup truck was also seen in the Campbells Creek area , Morris said .","That truck was spotted inch the Campbells Creek area , fitting that description , Morris said .",0.48309326171875,0.7846467,0.9397543
"A pamphlet will be issued to the public through major hardware chains , local libraries and on the EPA Web site : www.epa.gov.",It will be distributed through major hardware store chains and local libraries and will be available on the EPA Web site : www.epa.gov.,"A pamphlet will were issued to the public through major hardware chains , local libraries and into the EPA Web site : www.epa.gov.",1.5271694660186768,0.67549217,0.96814823
"The captain , Michael J. Gansas , was notified yesterday by the city 's Department of Transportation that an agency hearing officer recommended that he be fired .",Gansas got more bad news yesterday from the city Department of Transportation - a hearing officer recommended that he be fired .,"The captain , Michael J. Gansas , was notified yesterday side the metropolis 's Department connected Transportation that an agency hearing officer recommended that he were fired .",1.9676334857940674,0.7591098,0.9752788
"Since then , police divers have searched nearby parts of Long Island Sound looking for the remaining three .","Since then , police divers have searched those waters looking for the remaining three .","Since then , police divers `_ve searched nearby parts connected far islands Sound looking for the remaining three .",1.9180994033813477,0.7667215,0.9180182
"Mr. Yandarbiyev resides in Doha , Qatar , and Russian authorities have unsuccessfully tried to have him extradited for nearly two years .","He resides in Doha , Qatar , from which Russian authorities have been trying to extradite him for nearly two years .","Mr. Yandarbiyev resides inch Doha , Qatar , and Russian authorities `_ve unsuccessfully tried to `_ve him extradited for nearly two years .",1.6145405769348145,0.7948146,0.97082496
Clearly Roman creams of any type do not normally survive in the archaeological record .,"Clearly Roman creams of any type , paint or cosmetic , do not normally survive ... it 's pretty exceptional . """,Clearly Roman creams connected any type necessary_blawn not normally survived inch the archaeological record .,2.0882039070129395,0.640712,0.86003166
"SARS has killed 296 people on China 's mainland and infected more than 5,200 .","Throughout China 's mainland , the disease has killed 300 people and infected more than 5,270 .","SARS has killed 296 people into China 's mainland and infected more than 5,200 .",0.5325849056243896,0.7933783,0.994941
""" Third . . . we are not allowed to kill women , except those who join the war [ against Islam ] . ""","In jihad , we are not allowed to kill women , except those who join the war ( against Islam ) . """,""" Third . . . we are not allowed to kill women , except those who join the war [ against Islam ] . """,0.48105812072753906,0.7447783,1.0000001
"The company will launch 800 hot spots , or "" Wi-Fi Zones , "" later this summer , and plans to have more than 2,100 by the end of the year .","The service will launch later this summer with 800 locations , and Sprint plans 2,100 locations by the end of the year .","The company will launch 800 coolest spots , or "" Wi-Fi Zones , "" later this summer , and plans to `_ve more than 2,100 side the end connected the year .",2.0790934562683105,0.590157,0.9058823
"The virus spreads when unsuspecting computer users open file attachments in emails that contain familiar headings like "" Thank You ! "" and "" Re : Details "" .","Sobig.F spreads when unsuspecting computer users open file attachments in e-mails that contain such familiar headings as "" Thank You ! , "" "" Re : Details "" or "" Re : That Movie . ""","The virus spreads when unsuspecting computer users closes file attachments inch emails that contain familiar headings probably "" Thank write_legibly ! "" and "" Re : Details "" .",2.0987765789031982,0.6106347,0.9493201
"From California , Bush flies to Japan on Thursday , followed by visits to the Philippines , Thailand , Singapore , Indonesia and Australia before returning home on Oct. 24 .","Besides Japan he will visit the Philippines , Thailand , Singapore , Indonesia and Australia before returning home on Oct. 24 .","inthe California , Bush flies to Japan into Thursday , followed side visits to the Philippines , Thailand , Singapore , Indonesia and Australia ahead returning plate into Oct. 24 .",3.152340888977051,0.5661018,0.94578266
"Two Iraqis and two Saudis grabbed shortly after the blast gave information leading to the arrest of the others , said the official .","The official , who spoke on condition of anonymity , said that two Iraqis and two Saudis detained after the attack gave information leading to the arrest of the others .","Two Iraqis and two Saudis grabbed shortly following the blast gave information leading to the arrest connected the others , said the official .",1.069176197052002,0.81494045,0.982648
"The church was already grieving the death of Chief Warrant Officer 3 Kyran Kennedy , a congregation member who was killed in another helicopter crash in Iraq on Nov. 7 .",The church already was grieving for the death of a congregation member who was killed in another helicopter crash in Iraq on Nov. 7 .,"The church was already grieving the death connected Chief Warrant Officer 3 Kyran Kennedy , a congregation member who was killed inch another helicopter crash inch Iraq into Nov. 7 .",1.9989216327667236,0.8036121,0.9811578
They weighed an average 220 pounds ( 100 kg ) and needed to lose between 30 and 80 pounds .,They weighed an average 100 kilograms and needed to lose between 14 and 36 kilograms .,they weighed an average_nihon_jp_ni### 220 pounds ( 100 kg ) and needed to lose betwixt 30 and 80 pounds .,1.6057369709014893,0.7867245,0.88935506
Her putt for birdie was three feet short but she saved par without difficulty .,She leaves her birdie putt some three feet short but drops her par putt .,Her putt for birdie was three feet headache_vomiting_nausea but she saved par new difficulty .,1.0733563899993896,0.71499354,0.7336523
"The test was conducted by the University of California at Los Angeles and Riverside and was paid $ 450,000 from the ARB .","The test , conducted by UCLA and UC Riverside , was paid for with $ 450,000 from the ARB .","The test was conducted side the University connected California at Los Angeles and Riverside and was paid $ 450,000 inthe the ARB .",1.9229965209960938,0.90192246,0.97170377
"The name for the robot , due to be launched at 2 : 05 p.m. , was selected from among 10,000 names submitted by U.S. school children .","The name for the robot , due to be launched at 2 : 05 p.m. ( 7 : 05 p.m. ) on Sunday , was selected from among 10,000 names submitted by U.S.","The heleno_santiago for the robot , due to were launched at 2 : 05 p.m. , was selected inthe among 10,000 names submitted side U.S. schooling children .",3.421873092651367,0.7157581,0.8292415
"Doris Brasher , who owns a grocery store near the police station , said many in the close-knit town knew the men who were killed .","Doris Brasher , who owns a grocery store on Highway 96 , said many in the close-knit town knew the three men who were killed .","Doris Brasher , who owns a grocery store outskirt the police station , said many inch the close-knit town knew the men who were killed .",1.0573174953460693,0.8913618,0.9628349
"Mills affected by Thursdays announcement are sawmills in Grande Cache , Alta . , Carrot River , Sask . , Chapleau , Ont . , and Aberdeen , Wash .","They are located in Grande Cache , Alta . , Carrot River , Sask . , Chapleau , Ont . , and Aberdeen , Wash .","Mills affected side Thursdays announcement are sawmills inch Grande Cache , Alta . , Carrot friend_francie_vos , Sask . , Chapleau , Ont . , and Aberdeen , Wash .",1.5766448974609375,0.5647616,0.92779136
It was the biggest protest since hundreds of thousands marched in outrage over the massacre of democracy activists occupying Tiananmen Square in Beijing in 1989 .,Hong Kong has not seen such a protest since hundreds of thousands marched in outrage over the 1989 massacre of democracy activists occupying Beijing 's Tiananmen Square .,It was the biggest dissent since hundreds connected thousands marched inch outrage across the massacre connected democracy activists occupying Tiananmen Square inch Beijing inch 1989 .,3.6286721229553223,0.63814545,0.8455452
The company is highlighting the addition of .NET and J2EE support to its Enterprise Application Environment ( EAE ) with the new mainframe .,"The company is also adding .Net and J2EE support to its Enterprise Application Environment development toolset , Sapp said .",The company is highlighting the addition connected .NET and J2EE support to its Enterprise Application Environment ( EAE ) write_legibly the novel mainframe .,1.6491024494171143,0.81005543,0.9159286
Gov. Linda Lingle and members of her staff were at the Navy base and watched the launch .,Gov. Linda Lingle and other dignitaries are scheduled to be at the base to watch the launch .,Gov. Linda Lingle and members connected her staff were at the Navy base and watched the launch .,1.038940668106079,0.8060179,0.9929782
That information was first reported in today 's editions of the New York Times .,The information was first printed yesterday in the New York Times .,That information was first reported inch today 's editions connected the novel York Times .,1.541259765625,0.73896396,0.8278784
"However , commercial use of the 2.6.0 kernel is still months off for most customers .",Commercial releases of the 2.6 kernel by major Linux distributors still remain months away .,"However , commercial utilized connected the 2.6.0 kernel is still months cancelled for most customers .",1.422795295715332,0.7546951,0.8881599
The Hulk weekend take surpasses the previous June record of $ 54.9-million for Austin Powers : The Spy Who Shagged Me .,"It beat the previous record of $ 54.9 set by 1999 's "" Austin Powers : The Spy Who Shagged Me . """,The Hulk month get surpasses the previous June record connected $ 54.9-million for Austin Powers : The Spy Who Shagged Me .,1.584021806716919,0.6410851,0.93200356
"Its attackers had to fire their rockets from hundreds of yards away , with a makeshift launcher hidden in a portable electric generator .","Its attackers had to launch their strike from hundreds of metres away , with a makeshift rocket launcher disguised as a portable electric generator .","Its attackers had to blazes their rockets inthe hundreds connected yards off , write_legibly a makeshift launcher hidden inch a portable electric generator .",2.9416439533233643,0.83542365,0.89763904
"Also Tuesday , a soldier drowned in an aqueduct in northern Iraq .","Another soldier drowned after diving into an aqueduct in northern Iraq , the Central Command said .","Also Tuesday , a soldier drowned inch an aqueduct inch northern Iraq .",1.094266653060913,0.72530663,0.9056386
Hunt 's attorneys filed a motion late Monday in Forsyth Superior Court to have Hunt 's murder conviction thrown out .,Hunt 's attorneys filed a motion Monday seeking to have Hunt 's conviction thrown out based on the new evidence .,Hunt 's attorneys filed a motion later Monday inch Forsyth extraordinary Court to `_ve Hunt 's murder conviction thrown forbidden .,2.3673911094665527,0.75550103,0.8499674
"Other data showed that buyers snapped up new and existing homes at a brisk pace in April , spurred by low mortgage rates .","Other data showed sales of existing and new homes grew at a robust pace in April , spurred by low mortgage rates .","Other data showed that buyers snapped raised novel and existing homes at a brisk pace inch April , spurred side low mortgage rates .",2.4132518768310547,0.77857447,0.89410436
"But Close wondered whether the package would be worth the cost of licensing the third-party software , along with Salesforce.com 's rental price .","Close also questions whether it would be worth the cost of licensing third-party software , along with Salesforce.com 's rental price .","But Close wondered whether the package would were worth the cost connected licensing the third-party software , on write_legibly Salesforce.com 's rental price .",1.8778798580169678,0.762435,0.9442113
"Still others cite the difficulty of assembling a group of subjects whose depression is of comparable severity , increasing the chances that the effectiveness of the medication will be diffused .","Still others cite the difficulty of assembling a group of subjects whose depression is of comparable severity , a problem that complicates the task of properly measuring effectiveness .","Still others cite the difficulty connected assembling a group connected subjects whose depression is connected comparable severity , increasing the chances that the effectiveness connected the medication will were diffused .",2.3329524993896484,0.7603375,0.898279
"That 's the highest third-quarter growth rate we 've seen in over 25 years , "" said Andy Bryant , Intel 's chief financial officer .","That 's the highest third-quarter growth rate we 've seen in over 25 years , "" CFO Andy Bryant told the Associated Press .","That 's the highest third-quarter growth rate we 've seen inch across 25 years , "" said Andy Bryant , Intel 's chief financial officer .",0.9162232875823975,0.80395186,0.9468887
"Seattle Deputy Police Chief Clark Kimerer said the exercise here went well , with some aspects , including the communication system linking various agencies , working better than expected .","Police Deputy Chief Clark Kimerer said the exercise went well , with some aspects , including the communication system between varying agencies , working better than expected .","Seattle Deputy Police Chief Clark Kimerer said the exercise here went well , write_legibly some aspects , including the communication system linking various agencies , working better than expected .",0.47316551208496094,0.8701893,0.9595784
Telecommunications gear maker Lucent Technologies is being investigated by two federal agencies for possible violations of U.S. bribery laws in its operations in Saudi Arabia .,Two federal agencies are investigating telecommunications gear maker Lucent Technologies for possible violations of U.S. bribery laws in its operations in Saudi Arabia .,Telecommunications gear maker Lucent Technologies is being investigated side two federal agencies for possible violations connected U.S. bribery laws inch its operations inch Saudi Arabia .,1.858527660369873,0.94379514,0.96153456
""" This sale is part of our efforts to simplify our Foodservice Products business and improve its cost structure , "" Multifoods chairman and chief executive officer Gary Costley said .",""" This sale is part of our efforts to simplify our Foodservice Products business and improve its cost structure , "" chairman and CEO Gary Costley said in a statement .",""" This sale is part connected our efforts to simplify our Foodservice Products business and better its cost structure , "" Multifoods chairman and chief executive officer Gary Costley said .",0.9333450794219971,0.8981552,0.9532676
A DOD team is working to determine how hackers gained access to the system and what needs to be done to fix the breach .,"A DoD team is on site to determine how this happened and what needs to be done to fix the breach , the release stated .",A DOD team is working to determine how hackers gained access to the system and what needs to were done to fix the breach .,0.4660813808441162,0.7474321,0.9963316
"Parrado 's aunt believes her nephew , who has served a prison sentence in Cuba , will be persecuted if he is repatriated .","Maria Parrado believes her nephew , who served a 12-year prison sentence in Cuba after being arrested in Cuban waters , will be persecuted if he is sent back there .","Parrado 's aunt believes her nephew , who has served a prison sentence inch Cuba , will were persecuted if he is repatriated .",0.9331636428833008,0.9186278,0.9849367
The Securities and Exchange Commission yesterday said companies trading on the biggest U.S. markets must win shareholder approval before granting stock options and other stock-based compensation plans to corporate executives .,Companies trading on the biggest stock markets must get shareholder approval before granting stock options and other equity compensation under rules cleared yesterday by the Securities and Exchange Commission .,The Securities and Exchange Commission yesterday said companies trading into the biggest U.S. markets must win shareholder approval ahead granting stock options and other stock-based compensation plans to corporate executives .,0.9163436889648438,0.84932435,0.98210734
"Microsoft is preparing to alter its Internet Explorer browser , following a patent verdict that went against the company , Microsoft said Friday .","Microsoft Corp. is preparing changes to its Internet Explorer ( IE ) browser because of a patent verdict against it , the company said Friday .","Microsoft is preparing to alter its Internet Explorer browser , following a patent verdict that went against the company , Microsoft said Friday .",0.46610379219055176,0.9276792,1.0000002
